phase,track,target,lookback,asset,split,exclusion_category,count,note
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,validation,intentional_sampling_cap,0,Deterministic per-asset cap; zero for full-eligible stages.
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,test,lookback_warmup,4602,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,test,lookback_warmup,4189,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,test,lookback_warmup,4130,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,train,lookback_warmup,4602,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,train,lookback_warmup,4189,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,train,lookback_warmup,4130,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,validation,lookback_warmup,4602,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,validation,lookback_warmup,4189,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,validation,lookback_warmup,4130,Strict windows do not cross a split boundary; each represented asset loses lookback - 1 endpoints per segment.
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,all,other_observed_target_unavailable,8626,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,all,other_observed_target_unavailable,20687,"Observed rows without a valid target beyond the terminal horizon, typically because the target's required future/past inputs are unavailable."
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,all,purge_dates,10,Configured target-horizon purge before validation and test boundaries.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,all,purge_dates,20,Configured target-horizon purge before validation and test boundaries.
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,all,unassigned_purge_embargo_dates,12,Global date-level split gap across both boundaries.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,all,unassigned_purge_embargo_dates,22,Global date-level split gap across both boundaries.
Phase 2B Layer 2 benchmark,daily,target_direction_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2B Layer 2 benchmark,daily,target_log_realized_vol_5d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2B Layer 2 benchmark,daily,target_stress_10d,60,,all,unobserved_or_calendar_aligned_ohlcv,51986,Daily calendar alignment retains rows without observed OHLC; crypto has no such rows.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,asset_segment_below_lookback,2170,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,asset_segment_below_lookback,6420,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,asset_segment_below_lookback,2170,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,asset_segment_below_lookback,6420,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,asset_segment_below_lookback,2170,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,asset_segment_below_lookback,6420,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,asset_segment_below_lookback,2170,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,asset_segment_below_lookback,6420,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,asset_segment_below_lookback,2170,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,asset_segment_below_lookback,6420,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,168,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,asset_segment_below_lookback,2170,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,asset_segment_below_lookback,6420,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,720,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,asset_segment_below_lookback,2154,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,asset_segment_below_lookback,6418,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,48,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,asset_segment_below_lookback,2154,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,asset_segment_below_lookback,6418,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,168,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,test,asset_segment_below_lookback,2154,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,test,asset_segment_below_lookback,6418,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_stress_24h,720,,test,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,168,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_direction_4h,720,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
Phase 2C pooled full-universe,crypto_hourly,target_log_realized_vol_4h,48,,train,asset_segment_below_lookback,0,Rows belong to assets excluded because at least one required segment is shorter than lookback.
